start_time,name,distance,moving_time,elapsed_time,total_elevation_gain,sport_type,id,achievement_count,kudos_count,comment_count,athlete_count,map,average_speed,max_speed,average_cadence,average_temp,average_heartrate,max_heartrate,elev_high,elev_low,pr_count,suffer_score,SPM
2022-01-01 20:39:08+00:00,Lunch Run,6.4011438,5176,5187,220.0,Run,6457950483,0,4,0,1,"{'id': 'a6457950483', 'summary_polyline': 'aenjGrlndVJIhChANPd@hADTB|AAfCKn@k@tAOl@YbD_@zCNdEZfBV`AR^Z`@x@n@^PnAFp@EbAWv@k@d@Qz@Z`@\\V^D\\@j@LvAAPIl@Bx@?t@JdBEv@?r@PlAAl@M`BAt@DjBHp@?j@SNgENeB?a@GeCEmCBeAIS[Cq@D_@Ew@DqCGu@Cw@Gs@HiB@qBIk@HeBKyBJi@RC^D`C|Al@r@ZN`Cn@j@b@RRVf@DXDtAEj@k@~Am@tA_@zBFrBNnBAxADn@?|AMnBHjA?t@Fb@\\Nb@EpDDtBGVFFHb@vARdA\\r@Bl@Hd@T~@ZbBM|C?ZBDXZZB~B[tDA`BSh@OvCi@`@CdAP`@Pv@l@Z\\Xd@Pb@FZHfBXzBNd@Zh@\\\\`@N~C?dANfA`@b@DhAKvBw@fAYbAe@|BiCJ?TN`ArAJT`@zB@TIdALZbBjBf@^x@`@t@N_@t@IvBFT`@j@XHDFAJBHNJNTf@Lb@h@@JIPATLr@Db@LVFRALR^EFICAJKCED`@fABXALVVDP?^IZBCPZLp@If@MB[_@EH@DMICr@EJ@@EBIn@BREHKGe@y@c@VAKQQCSIHAMM?@NGDSKGIEYMCIJALNh@EGK@CEEBBRGRQHBIEO@QJO@IPQ@IHO@e@OW?EJDGEN@IKAG@EGK@WJQ^ALLDNPJH?DUFHJE`@RJADG@k@ZNDCVHHLDID?TVBYEa@h@h@DCLFDGFQ?WDI?MIWE?Qg@AYe@u@BGPM|@g@FOQkBAa@@K\\a@Pa@BYUq@?K_@eAq@_Ac@YkB_@]C_ADeA_@eAe@aAiA[YWa@Kg@A_@@_@Aq@YaBIYKM@EFGOHu@mAWIKFYV[b@o@r@gA|@mAj@gCr@kAH[CsB_@kAMmAHs@AkAoAM[Qo@K{B[oBUo@[e@_@_@{Aq@a@Ko@Es@Dg@RkDv@e@D{@@_BOo@AiAP_@GYSOo@Ae@Bw@Hk@EaA[sA{@wCUyAUm@]Qg@GkDLwB@O?_@QK_@Iq@AsAFeCEaI@oCVcBz@sBPYHy@?q@Iu@Oq@Sa@]_@k@]}AYe@QaBsAW]_@]K_@Is@[_BOmAOq@Gy@G}ABeC?qBZwCRkAx@uCLk@DsAE]Wo@]]eAg@', 'resource_state': 2}",1.991,3.829,81.9,14.0,157.3,185.0,1456.6,1262.2,0,137.0,1.5880989180834622
2021-12-31 20:39:29+00:00,Lunch Walk,5.3832006,6851,8286,41.0,Walk,6453605719,0,1,0,1,"{'id': 'a6453605719', 'summary_polyline': 'eenjGzlndVDYD?hAh@x@V^\\DZVv@D|@Cp@@h@CJBx@Ij@Sl@M~@Mf@CZ?\\Ih@?n@Ex@UnABNI^BDKHAADECZBVNjCR~AJRPv@\\b@fA~@VNnAJrAOf@[LO`@Yf@I\\@h@Tr@~@BH@b@CTDn@Nv@P?DDj@jAAVJj@C^Lz@Hb@?RFV@ZBR?XFn@?RFPHf@@b@`@lAFn@Er@EJQLCJR\\ARLd@BR@^e@~@h@jBB^\\~@DZAJXf@Pb@Hl@EBAPBNDNAn@B@@HITPKb@JXALHHLbAHtAj@d@Ft@BfA[VS`@Eb@UBCDWJqAVu@Lk@BYA[BQh@}BNcAB}AIo@Dk@JSXKl@B|@Ip@@HBd@^`AdA\\PRDh@h@Xv@Hn@Nb@?XVdBRVXFT\\Bf@A\\HRBb@H^@`@H^\\hABb@d@r@d@XDFRLb@Jf@HHCPIh@q@^WRi@PSTEPBPLLBTVFLBj@ZrAADJNPLRZf@^PDx@OHEV]l@QJGXi@b@_@JEfAI^HTZb@Zn@Dr@n@j@Vp@CZBXJT?`AONEDO?KFDDX@l@QzB?d@PlAR~@HFZH~AApBFbACTHfAFd@v@T|@NZAXHNHh@DH^?ZPBHF?FDCH@FHBBDBE?@?EB@mBw@Qs@IQOc@[gBKSUMYG{@?c@?{@JsACMDoAMu@?_@Mi@?uAU{Ak@O?y@JeA\\w@h@o@h@a@L{@@oAIMD?Bu@Fc@To@z@MFQ`@[Z_@LeAf@uAZ_Bf@eAPc@A_@MyAUa@Eo@?s@Xe@Aw@k@SYIWe@_AMaA@a@KgASw@g@yAi@o@QOcAa@k@Ow@EaAPi@\\c@BSJ}BX}@DSGk@@cBGEFSHw@HYOKOKq@JsA@e@IkAoAkGIk@EOc@{@UMsAIiADuBG]Hs@?SGKUEQAy@JcAA]EcA@i@Go@@a@BUAiA@UFGpAIf@Bz@Np@G~AJVQDQIoC?iAEk@D{AKmBBc@CaD@[Co@DwBAY@SIe@GkA_@m@oAq@SAm@LYVa@NSJ}@RWDe@Eg@DUGWQWUGM[WMQ]mAO}@Oo@Ii@AaC@a@RoB`@iFFk@TcAJqAA}@Be@EuA@IHOAQSa@M_@MOaAYgAk@EFI`@', 'resource_state': 2}",1.265,3.954,54.5,19.0,98.9,137.0,1273.6,1246.0,0,17.0,0.1488833746898263
2021-12-30 22:59:51+00:00,Afternoon Run,8.0276049,4932,4943,93.0,Run,6449082936,0,6,1,1,"{'id': 'a6449082936', 'summary_polyline': 'udnjGvlndVT?ZJrBz@HN@RTb@F`@@vAMrCMt@g@nBa@`GQ|A?fBBt@\\hBb@bBX`@rAnApANf@Er@Qd@UZ_@b@Ub@Et@Td@d@Rb@^vA?nACj@?lAD~CCf@@t@HlA@v@GlA@fBH~BGb@UHa@@_@HuB?s@EiADeBEsDF]Do@KUSEcA?{BM_D@kAJiB@u@EMB}@IeAB}BGu@?k@Hg@v@R`CfBNZVRhBd@j@Xx@bATh@Np@Dl@Ch@Mt@cAvCMp@I~AA~CBvCDzAEjA@fCFz@PVF@lFAdBX`@RZ`@Rn@Nj@Ft@`AbEFz@@t@Et@@l@X^bAGtBJ`ACpAB`@IpBo@jBa@`AFjA`@`@RfAdAd@r@Pd@Jf@XhD^z@x@jA^N^?bBO|Cp@pAC|AUZKh@YdAW`@[bB}Bd@i@`@Yb@IrBF~@E^Kd@YxAaAf@O^Et@DpBh@n@D~B`@zABpAEVPH\\B^?~@H|C@|BA\\DnEEnEN|EAt@@x@LPRBdGLPAFIPi@Ds@CkFLc@Fq@Je@~@_DDk@KMg@We@_@SUGOEa@Yq@Mg@_@_Au@aDGe@g@u@_@OwBCwAH{B?yDi@aCs@g@Am@LUJ}AhAcA`@gCGuARc@V{AfBYb@SLc@LaBx@c@JoBr@g@?sCk@[Oi@?aAPc@@_@KiA}AScAUkDMe@m@qAY_@_@[_Bm@_@SWCo@D{FtAsA@}BKkAH_ACMWAo@Bw@GmBIs@UwA_@mAe@_CGUMS_@Si@KoDB}BCYCM]?aCE{ABcCGuCXP\\GbAFo@Cw@DEEEw@?_BNwDP}@r@cCDaBIoAWc@YWe@SsBg@QK_AcAeBiAk@Ma@?a@HuCOqAHnEJt@GCv@DjBIx@L|@Ej@Bz@C~@B`BAd@D`BAfAC^Dx@A~@Ht@TP^?THlAExFDb@EfBPjCB\\ODKBSCy@B}AGyAD{BGeDAwEBoCUoBg@y@YWg@U[@a@L_@Xy@^g@Lc@DoAAYK_Ay@i@w@q@yCIo@C}B@o@h@aIn@mDDa@?kF]cAWUmAa@gAg@c@YiAc@k@Hy@E[Om@m@o@yAIq@OgB@yBGOFVElCBhAJl@n@vAx@p@XHdAN~@Cp@Z', 'resource_state': 2}",2.621,3.517,85.1,15.0,153.0,169.0,1301.4,1258.4,0,132.0,1.6058394160583942
2021-12-29 23:07:35+00:00,Afternoon Walk,1.8383463000000002,2353,2411,13.0,Walk,6444562388,0,0,0,1,"{'id': 'a6444562388', 'summary_polyline': '}dnjGhlndV{@c@c@Mm@FiAMWOi@m@Y_@g@iAEQ?KBCGmBDk@@eAMYWEs@Gg@BsBCQBy@?_@G[AFB^AzABnAC`ABz@AP@PNDNMxB@l@JfAr@jBPTTRLTTJr@J`@?`@KPDlAj@PNhBx@r@b@FTT\\FZ?d@GjB@x@InAYnAO|@UnCIrAMjA@XA^C@ArAFbAZjAD\\LZNt@NT|@bAd@Xf@An@@dAQr@SZ_@JGf@OTBTLl@^FD@DQUkAe@KDm@\\YXKFcBZ[@gAC[Qy@q@c@q@_@{ASkAEcA@[Bc@Am@FkBNaBJoCVyALa@PcAByACyABeAYiAMMcCaAIAQR', 'resource_state': 2}",1.258,3.217,52.7,18.0,98.9,118.0,1267.2,1261.6,0,5.0,0.1274968125796855
2021-12-29 20:47:50+00:00,Lunch Activity,0.0,3676,3676,0.0,Elliptical,6444266475,0,1,0,1,"{'id': 'a6444266475', 'summary_polyline': None, 'resource_state': 2}",0.0,0.0,61.6,27.0,144.9,176.0,,,0,67.0,1.0935799782372144
2021-12-23 17:22:32+00:00,Lunch Hike,2.05551,3929,4476,95.0,Hike,6419578104,0,1,0,1,"{'id': 'a6419578104', 'summary_polyline': 'y~|qFb}~~Nk@BSHYRiAGYBOHQBM?mAQY@a@G_A[QW?OBEd@I|@BTS?O@@?I@?Gm@?YCU@FCNc@e@Wc@CKBe@ESOKKCM?YLS@c@FWNKAe@YI?EIOIE@OEa@@SNa@CK@IC]VKXKBMR?DKF?HKBMJE?MEKd@?HEA?DCEHS\\GNa@?IFMJEBGJGHQNONUJC@@\\AFFD?JODCIO?ILIDKQPAGGGICO@]LGPIJKJSH_@AYECAPBd@EXOJMJUPGLAJEND@NJNDPLHXCVD`@VHEH?JJd@D@BB?LHXDBKFCBGH?TQ`@RPDBGRQXATGGDB??C?FHAEe@@A?q@BGh@HXALCNDZCZGXSv@]ZI\\Cv@YRENYJ}@Le@AEBc@Ae@Uo@DCH?HCUIU_@I_@[s@Km@K[UQIa@S[OAm@OCKNEL?DCEIIM?@FB?@@AHm@FHE\\EFFFVHVVLDH?ZVBNDHXVb@fAJb@LZRbA@LCB?AB@DOD?HGHAB@?HCE@CDRAEBC@FGFBTAJ@EMIEBARXz@LHH^?PBT\\Vp@\\DLNHZ@FCLBFDF@FBCHONJWHG?QBAF@JJ?AKAMT@BACYPOPk@^CGDF@ZFZ?f@Gf@BTDFNHDFCBJFJ@LJFALB@HCLOZVHAAPRP`@F`@CDMJ]R}@XIF?@', 'resource_state': 2}",0.842,2.032,50.7,23.0,95.7,149.0,430.4,397.4,0,9.0,0.1374395520488674
2021-12-19 20:43:48+00:00,Wildwood ➡️ Leif Erickson Rd,7.2501750000000005,5483,5534,182.0,Run,6404930799,14,6,0,1,"{'id': 'a6404930799', 'summary_polyline': 'y`guGnumlVFNF~@xA`@bBfCHVCh@D`@V^nAyA^O^F^qAx@aAf@b@BRX`@ROp@uA~@f@Zf@^FZUFu@N_@VWdAY`A`@LTXJdAzAl@FLGLu@?c@n@gCOcEFR|@b@x@rAbA@`@ZrBn@b@z@Wl@pA?J`A`Ap@Ae@H{@l@o@t@_@Dc@kAgAuB_EQiB^Gn@ZfBMdAFLe@SgBBWj@D`BSd@_A~@^\\f@z@\\Bt@MNf@bAVjA|@DnAp@NXJn@hA^pBlA@VhAEIYNi@oA{@gA{AMiBTq@YeACy@aAcCIo@Ys@^k@fA_@Zc@wC}@g@[qCsBgAqAu@sAeCk@q@c@OYMu@yAQKYF_@Ca@cA{AY{@a@]M]BWPOz@[XuAOaABa@RYV}@PG^VJfAj@lBNtAnBf@R^B~@j@FNRFbAlBKr@ZHh@r@?v@t@L@a@w@OoAi@aAHWlBm@n@DrAODMMk@cBm@aD}@k@oAMgA?i@Oq@?uAz@El@RHa@BqAp@MzADJ[EOyDsCIUUgBeAq@Mm@Pu@RWOc@cBuADq@^SDoA_@}Au@qAAYRk@j@CjAJPlATNzAg@NFHxBEZ\\ZvAGRt@jAn@HRbA|@dDd@q@y@SMYI[kALsAGeCN[h@a@vCa@^Y]i@uAs@Qc@yBi@WkAZiA@]U]aAi@IU@]v@c@Nm@yAkC\\YN[G{AJs@@cB[eA@We@gCB}@a@d@Uh@?XIQIaASOOPO[u@PiAn@q@pARjDZpAS~CL~AWlCs@lAuAqAqAmC}BsAs@d@qAhBWx@I~@?p@LlCUbB?p@Sp@E`Ai@lAWjAJnEHl@Vh@jD`F\\nBZr@?h@c@f@c@U]e@}Am@{@JeAp@gBvCgArC}BnCwBhGGfAFx@l@hAfAnATn@|@fAlDtFH\\@`@o@d@_@C}CaAi@g@[KSHc@xAF~AWbDFdAQ|@OFy@_@Ye@Qc@Q_BSm@a@Kw@HOw@PeAP]Dk@Qu@uBeEUK]Ry@rASLWGcC}DWUU?k@f@g@hBN\\r@\\T\\JtD^l@AXw@zB?j@X`ApAjBbAv@JxBtBzBB~@iClAQAkC}@WWk@qAoAy@e@Aq@VoCa@u@RY`@E`AHz@', 'resource_state': 2}",2.129,4.213,84.7,9.0,157.2,184.0,287.4,190.6,5,165.0,1.8055808863760714
2021-12-18 21:55:54+00:00,Afternoon Run,5.0117805,2600,2620,155.0,Run,6400353905,2,6,0,1,"{'id': 'a6400353905', 'summary_polyline': '}xztGlwhkVl@?j@Cb@BxA@h@DnA?DAr@c@t@GzAP`@@b@?FCHBhA@fAEbBFf@CxAQb@Cd@JR@d@@\\ChAJh@@PBXALIHi@f@Hj@Ux@JbADbAEVBv@Ih@?vAB`AHNCTKRIf@DhAWfBPb@Mv@Kd@Ef@@BEViALoAFSFqENsCLq@\\i@VQf@WHA\\KXEH@RIRCNIXI^_@@MCCUAw@?qBPIAYKi@i@IWMm@Ei@I_DIg@Wm@KMi@?UNU\\Wv@]d@c@LMCIGW_@a@_CJWtAa@fAy@@CHe@Mg@g@wADc@Lg@Zq@Ls@lA{@`BaBtAkA\\Qv@WtAI`B_@h@Gb@NXXDL@f@?FEFGCUYc@KcAf@yAZg@HQFaAd@]d@Gj@Pj@JPRNd@Fh@Kl@a@x@Yb@Un@c@d@k@Ji@Ee@SS[?oBd@mATe@Lu@XS`@Gp@Hf@X`@`@Jd@Ib@Ol@_@tAm@`@U\\_@r@cAFa@?IIa@Wg@QIKAm@?]Pu@XUB_CSo@Hm@TSLi@l@a@h@cAf@c@Zm@x@[v@Ih@Et@Bp@FZFNRVTl@?RGVWZYRG@KL]LMH[FUJE`@FdBPh@XLl@F^URYLWd@c@b@[\\EJDJJNh@ElAKz@F~@?~@N`@^f@TT^HbAMt@Cd@@h@ELBDJIHmBj@w@Jm@VMH{@v@OXIXGn@I`BBvEFjAA`BA`@CBC@]@u@Cq@@kAAc@@aBMi@?GDg@BqABm@Fe@BiA?w@EaBFc@FiBKo@?SHMj@MJE@uAAK@c@?mDSQ@mCMa@D]?_AFu@?KHCNKhCBpACt@?b@CfAQzBBfKAbCGDa@@m@Eq@A_BIu@?g@By@A_@LEb@AtCBzHGpG@nCEjAI`@E@kAEc@OA[BoFCg@@}AIkA@u@EqAA_BESEC{@]', 'resource_state': 2}",3.104,5.34,89.3,18.0,154.9,177.0,200.0,59.6,0,70.0,1.6153846153846152
2021-12-17 22:39:52+00:00,Afternoon Run,5.5305639,2930,2933,66.0,Run,6396292179,3,3,0,1,"{'id': 'a6396292179', 'summary_polyline': 'o_{tGlzhkVAg@GKk@EaAOqAIiBHi@AKCwDUiBEcBDkA?cBEwABcFIs@BCH@d@GrABhACZYx@Af@BfBEXCBg@AcAI}BAWV_@N_@BqCEwAFeDCiAFeAEaCDi@IKE{AGsA@a@Hc@CiAC_@B]?s@IY?iBBU@OHYXUn@g@r@Wf@Mt@Fr@H\\lAzDD|@BV^fFLnDNxBBhAEr@Mf@]v@]bAGj@B`A?xDEfGEt@ETS|@Wt@Ov@Iv@@jCEt@M`AGL]j@a@Xe@Ls@DYRUf@UpAM\\c@nB]~@W`@QLYFmBBKDOh@AfBGRCd@BvGCnCKv@[l@mA|@}AZm@ZSL_@f@iAlAo@Vi@Hm@DKFQ?GBA^HdE?xAFxCClAFp@VHn@J~CE`@BTZBh@AbB@`ACz@?~B?l@BHZFnABjBAd@@lCCfDFhBEj@DnCBfCG|CBzAAJCt@CpADTCt@Bl@Cn@BhAAb@@p@Az@?|@Gj@@vAAd@B`@E~@?rB@^D\\?t@CzE@lACfAF\\\\JD|@Dl@EjABhAEdAHPFbAFx@Gj@@PCh@Wb@ClCAd@CfAAz@FZJf@TtCrBjAN^AFCH_BAc@Bu@?s@Bi@Aq@Ei@A_BFi@HkDE[E_CK[?[Fq@DkCAs@KoD?yCF_AK}@Wc@Ia@@o@EUBK`@q@NmAAcEBkAASF_A?u@EsBBsAE_@Bc@Bm@C]FgBCkDAa@@wBAe@@WC[?oABc@C[Ia@EiABaDAa@?mBG{AHsADkBK_CFkAEk@@k@GoBBQD{BAaDBcCA{@Io@Bo@Ce@Jq@By@MsBAy@B}@Eu@@k@CI', 'resource_state': 2}",3.04,4.344,86.6,16.0,155.2,178.0,88.2,48.8,0,80.0,1.6382252559726962
2021-12-16 20:04:35+00:00,Lunch Ride,10.8141561,2881,2933,219.0,Ride,6392361165,21,2,0,1,"{'id': 'a6392361165', 'summary_polyline': 'g|ztGzwhkVXIl@EvADdAE`AJHTAlKLjC?vL?ROr@Cb@A~A@xDChF@tBCrIJbIApBFNDBf@@JJ?`BGnAFz@EhCEt@YvBOnCBtFGvBFZFFNBzAMTLBNBjEEj@IdGHlBPrDvA~KL~AF`CN~A@j@BLFHTD~CBn@@HDFHDVVfCGxK@p@ChDAnHB~FAdCEbB?pAEr@DrBKvEBbCGlDHfN?tEHjC@vAIjD@dDE`I@`DH\\XHlA?^DtDGbGDtIGdAJhCCDFn@KrE@vDJj@InEApCJLKDILDNSPGbGKJBTR\\b@TBl@u@VI`A?rBFHF\\v@TVXJf@IJGVg@DQDc@?w@H_@PY~GgIbI{JR]FSDw@^[rE@FAXWBYAuGDmAGwE?yEGoCQ_AEq@?qIDiCAs@?qBEqCB_C?aEIeBB_AEcDBmCAgBDcCAqANiDNiA@_@?wF@sCAuA@iBCqH?kBDwAG_ABoA?oCBm@AuPBkLEeG@eAF{AEoABwGMkACeAAaA@IBE?MIcEB}DGM]KyACwB?y@HaCEu@DaDAmFLSKG[@{CCiCCaAE[FsCAmFBuC?oCCqA@gEC{@@aBC_BBq@EkGBkAEmDAOISiAy@e@MYBi@V[IAEAYVYnBeBn@y@d@mB~@qCJk@Am@EGA]U{@SsAIyB@CFCD@JQE_AIe@g@u@]YSY{@w@AGKMi@_@y@]a@e@i@Yq@S_Ak@WGcCQ}@Oa@B_@GyDhAk@A}@VqCtCe@|@Gl@INoAnAc@l@C`@DND@j@a@p@Ut@e@tB}BTMfAI|AN`Bs@h@C`@HRJHJPj@C\\GFe@m@g@IaCx@c@BwA\\WNU^Oz@Jv@LVHDRD`@E^Kv@e@bBm@lA_At@{@FOBSEa@S[WU_@Ic@BsA`@w@JkBOQ@g@Nc@T_@\\kArAaBlAi@h@EV@nCDZV^TTRN`@JjABb@Jb@Zn@lAb@Rh@Dt@SvBoB`Au@bAm@x@SnBO`ACfADr@H^LZPb@f@HNNz@?n@CTGT[r@gBpBcErDsAv@cAX}B|@}@d@aBj@cBZa@Lo@d@i@p@IRKf@OrA?ZHzCG|FIj@DPAhA@tD@d@RhA@f@?vHBxCIj@CBiCLaAEsAFaBCyERyACsIHIHCTChACJEHI@sIEs@GqBDyBGiCJsIAIG?IHiCC_KOoAEKUIqAAc@OOAkBACI?cDB_BA_A?MFWQAOFMA', 'resource_state': 2}",6.044,11.322,,7.0,,,201.8,21.6,12,,
2021-12-15 20:53:20+00:00,Lunch Run,5.573475,3968,4035,76.0,Run,6388678140,0,3,0,1,"{'id': 'a6388678140', 'summary_polyline': 'ka{tGnyhkVAELa@CEgAEUBuBEc@JU@WAu@MaBE{@@c@Cm@@gAEeA@SBg@?_AGyBDiC@o@CgA@OFAD@bBCl@@|AMTK^CnBEh@Kh@UD}@AmBA[GcB@q@Eu@Bw@Eo@@_AA_@Eg@Hy@IqA@a@Cw@Jg@@iAGG@UIWAwBAYEaA?_BD{AAi@Dk@AWES?YFGFOBWZ[~@k@x@INI|@Bl@DZHZ\\|BTj@BNDj@VxA@h@Jl@LvACjBBn@Hd@Dp@@rAIhAGTYbAa@dACVI`DDfCCdB@jDCT}@vCId@EtAGpA@pACTUr@_@h@s@d@SPQ@SFQR_@`ASfA[z@Il@St@i@f@OFa@Xw@HU@[FKTSbBO\\?Z?n@FR@`@CpA@r@B\\AhABT@n@Gn@Sp@Q^kAt@]J[Da@PYR]Vm@x@aA|@aA`@[BSHSDY?EBGX?tBG~A?f@D`@EjBDf@Cn@Bl@HTB?t@@v@Pn@Cf@Df@?^BJJBVHfBIlB@d@On@Bd@Nb@@fA^BvBBb@I|@A`BBt@ATD`@?rA?NAV@j@ElCFv@Gl@B`AGVFt@BzC@DA^A^DZIbACtCJXE\\?v@?t@FzDK^@VEt@DvAAj@Bp@AXBjDId@N^@|AIt@?^@n@Ev@?T@FBHJTPzCBf@HXID@h@IvBJ~@?t@A`@Bj@AjAMf@A`@Oz@A\\@^ApARr@\\LTv@l@t@`@~@\\FBVAd@DLID{@Ak@Dm@EiABs@Ec@?e@BYCaAHi@GaBFwA?{BEaA?c@B{CDe@Cc@G}C?cABCH_BCw@Io@m@kAIoAFe@TUPURu@GcB@q@CaA?k@DmACuDBeAAy@Do@AwABuBAcBH{CEgBCc@@e@CwAEG?E@?Ms@@iDCqABqBI{F?g@Fc@E_CJiACkB@cAF]F_CKwEDa@Cg@BQK{CL{@Iu@Ak@FwCCy@F}@CeAMy@Cc@AwA', 'resource_state': 2}",2.262,3.355,82.1,11.0,145.8,168.0,89.2,54.6,0,64.0,0.9677419354838709
2021-12-14 15:11:09+00:00,Morning Run,5.5570185,3840,3931,64.0,Run,6383227600,0,2,0,1,"{'id': 'a6383227600', 'summary_polyline': '{`{tGtyhkV@}@ECg@?g@Ne@D{@?qBDKAGEWI{@CoBCaADg@CcAB_@Ce@?u@B_@CiA?aBEuADg@?aAGc@DIDAF[l@ApABj@EpEErAEFG@[Ce@DkA?eAPwAAm@EcBAqABeAC]Dk@G{A?[E{B?QFi@D}@SUAo@C_A?}@Ig@JwAKs@@s@Fe@@aBMWDEC_@ZYv@u@rAQh@CPDn@Jb@Pj@f@zBVz@Fh@JbCHbA@dAJhBLvABrBKnACp@_@dAM~@ClFG`@CbADxCCz@Ox@w@dCIt@C\\ArDKl@Ud@o@z@_@TWDs@h@Y\\Ud@Mn@Gh@Qp@m@nAa@n@g@`@m@Lq@FSHOVMb@GxAFlCCr@DnC?`BEr@Kn@_@t@o@b@_@Jc@H]JeAh@s@p@W`@YVc@Vc@RkARc@LAHDp@AjAEf@Df@AzABdCBd@CjA@NRNd@?^CZ@\\J\\C^BZ?PDLAPJHVBx@A`BJtBC|AGx@@ZBBpBBlAIfCC~@Bl@?~AHz@GdA?t@Az@HNErADj@G`BD^CZ@ZCZB\\CZDZAbA?b@E`AB`@C~AHjCCp@Il@?HAt@@fAAz@D`@AdBBhCGd@?HEDDH@p@ARDf@?fCCj@DRC\\@VCt@FLHRTdAHdDIj@MRD`@ATNRBh@C\\Ht@@\\Bb@G\\OXIzAIbAChAHj@AbAT`@V^^`@Zz@b@`ARdALDe@B_CAiBEoA@mBDa@E}ABy@?yACi@AoCBi@Hu@F_DCi@@g@Gy@?_AOyAAwAKk@Qo@OqA?GJQVYHUR_ABmA?eBCMAm@Bc@EaFBaB?_CGaCFoD?UKkAD}A?eABaBCOBCKo@Ci@BoAMsEBkBE}@DYCiCFaC?cDEgED_AAyBF{CC{ABaDCeB?{AA_@@kBIwAHa@@SKy@Bg@', 'resource_state': 2}",2.33,3.197,83.4,10.0,134.1,152.0,86.8,44.4,0,22.0,0.34375
2021-12-14 04:48:55+00:00,Evening Ride,3.7555596,1071,1548,49.0,Ride,6381296063,0,0,0,1,"{'id': 'a6381296063', 'summary_polyline': 'q~ztGzyhkVM?CO?IBGNGZEt@AB@AFBIb@CjBCFDDH@j@GfG@`@C~@DZPr@Bj@@dDCdHB\\LHRDj@APLB`@AdBCzA@HLHt@DxBCnB@nFKnC@bABbG?z@BpACPD`@Iv@EdAAj@ApADv@@nAGrBB@|@ClFDbCA`CG|CBxKAxE@`HDHFFPBvEOrG?bFFv@CvA?FD@NCbHEnDDrAPjACB_@CA@d@CHFCA?[GI_BM{@Fe@EuFBa@K_@AaAFESGo@GuBEgFBiBCaGKQ]@aAGiBBs@Ie@?ICo@HWEUFm@Cg@B[FgAAa@IsA?]Ew@?c@BOAyBNk@IcBE_CFKCw@Bw@GY?kEJ[KKDi@@UAyABiCEMKCIA[AqABi@AUEG[OUEMMAwDDkB?gACiDBkB?{BByBCuF@}F@q@Ny@Ba@@{BCuJGkACKGGSE_B?IMCg@AeH?WCIEAaBBOAAF', 'resource_state': 2}",5.647,10.384,,9.0,,,86.4,55.6,0,,
2021-12-13 20:30:39+00:00,Lunch Run,5.480759700000001,3845,3939,68.0,Run,6380412282,0,4,0,1,"{'id': 'a6380412282', 'summary_polyline': 'ic{tGbwhkVQAm@N_ABcAJYA]K{@E{BAw@Ba@C}@@[CyB@{@CmBAcGBCT?~@E|CENUZGhEKHu@FuAD]C_A?a@CaABkBGwABqAE_@@u@E}@@UGY?cAD{B?a@GaACoB@SEmBB_AGmACw@Fq@?[FGFQJ[`@i@jA[f@Kb@Cd@D`@J^|@pCP^Jd@PrCDxCD`@@hBXxCGpAId@W~@Yf@Oz@A\\I^GhLMlB}@|ECZAfCCr@Gj@a@`Ae@z@YN{@PYRe@b@M^]rAMx@Ol@Sf@U^_@NQL]JeADMLO^I`@E|@GZF^@xAEtEBfCMl@a@z@KLYPeB\\WJWRqBpB]ZWL[LWFi@?SLU@CHGjCAhDBtFFPTNFBhA@rAGz@@b@FFHBN@\\D~BAb@@f@ArABd@?tAFHHDXBhA?dAKdCCXB|ADbA?l@C`B@`@HbAB~@C|@@r@G^D`AGz@D~ACz@D~AIbCBh@EpAFx@@fAGfDB^C~@@zBCZAnA@FB\\BHA|@@VAX?NBnAEx@?|@EbAH\\LFLNJZ@`DGl@F\\Kx@A`@UZCHGNCX?xB@d@JtAJ|@CF@^G`BCp@H\\LtAr@d@d@`@RNNRL`BZV?BABUEQAcAEi@@eANiBAg@Fq@?g@Im@CcAAqABk@Ic@@uAHi@@iBIaC?kA@e@J_CG_BBGC_A[iBUi@@cABSVe@Rs@@_@EkA?kBDo@BuCF]BYEa@Cs@B}BAmBGu@G{AH[@c@IsBLoACgCBSI}AOk@?o@SuAAe@?cADe@@yCDuBIkAGc@Ag@Bm@J_BTcB@e@OwA@e@EOLcCSyCHg@AYDs@AU@gBIwAJiDLiBGoCKS?[', 'resource_state': 2}",2.295,3.247,82.3,14.0,138.2,150.0,102.8,57.0,0,30.0,0.46814044213263983
